Benchmark,Device,Device Name,Key,Word,BlockBits,NumInputs,FilterSizeMB,PatternBitsPerWord,Skipped,FalsePositiveRate,PatternBits,HBWPeak,L2HitRate,Samples,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec)
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,1,20,No,0.001052106,40,0.012340438233672691,0.7001280787283999,2,11,0.09590775772727275,1.4197334724603918e-05,0.09589828352494673,1.784092263299231e-05,10427715317.134562
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,2,20,No,0.001044155,40,0.012346301850847093,0.7102856712739954,2,11,0.09589612136363636,2.3289674053111097e-05,0.09588674926757812,2.413936920576504e-05,10428969671.392612
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,4,20,No,0.000996247,40,0.012338679281998105,0.7147859047232665,2,11,0.09589131599999999,1.5831405752313382e-05,0.09588188518177378,1.678514456803248e-05,10429498732.781387
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,8,20,No,0.001073207,40,0.01235914168803882,0.7113778365632978,2,11,0.09589003327272728,2.784948857101374e-05,0.09588008949973367,2.19287453106123e-05,10429694060.754686
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,16,20,No,0.001083449,40,0.012370428801502771,0.7174666988062309,2,11,0.09588879772727274,1.4120410121334426e-05,0.09587869540127841,1.4431258823908952e-05,10429845710.923872
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,32,20,No,0.001074105,40,0.012424283651621177,0.7169213020082323,2,11,0.09589592236363637,3.279125495212074e-05,0.09588626930930397,3.281941654825777e-05,10429021873.551699
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,64,20,No,0.001083274,40,0.02946117292554157,0.49024214529415017,2,11,0.09675038363636364,2.1909809780984682e-05,0.09674063249067827,1.5126962587447224e-05,10336918151.701748
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,128,20,No,0.001075117,40,0.08675560665067185,0.22115596763687928,2,11,0.09718608254545455,0.0010028089270283998,0.09717683896151458,0.0010028224767795026,10290517891.779078
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,256,20,No,0.001077591,40,0.1319473415916362,0.10610094743357154,2,11,0.09730384054545455,2.9603725026043415e-05,0.0972938031283292,2.3670041003741085e-05,10278146889.591864
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,512,20,No,0.001074586,40,0.1570716462905714,0.0640965264639786,2,11,0.09737444890909092,1.4786166440409032e-05,0.09736553885719994,1.4544376736787352e-05,10270574288.780333
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,1024,20,No,0.001072639,40,0.17006572402035122,0.05103209420727312,2,11,0.09742140890909091,1.7961816288297332e-05,0.09741153162175958,1.670855651423007e-05,10265725046.6291
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,64,1000000000,2048,20,No,0.001075177,40,0.1766523549001709,0.046632460733895195,2,11,0.09747615963636364,0.0009886670174534592,0.0974667732932351,0.0009881382404479213,10259906696.525545
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,1,1,No,0.035739547,4,0.023459161904329104,0.7278999330174811,2,11,0.050394772727272726,3.927264918990165e-05,0.05038656824285334,4.072485036578544e-05,19846559011.127666
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,2,1,No,0.035712791,4,0.023446915345925377,0.7350813225075378,2,11,0.05038814336363637,2.8947772439277488e-05,0.05038000245527787,2.599156997619951e-05,19849145519.349586
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,4,1,No,0.035714869,4,0.02348082224766255,0.7378962328793,2,11,0.05038478327272728,2.4654802462555025e-05,0.05037665731256658,1.8608406834287764e-05,19850463554.884327
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,8,1,No,0.035712442,4,0.0234785708953271,0.7388257617972778,2,11,0.05038352700000001,2.5824365019660574e-05,0.050374787070534444,2.3500448507610973e-05,19851200534.10462
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,16,1,No,0.035724294,4,0.023507824739473035,0.7389474710135375,2,11,0.05038583154545455,3.0035091848474284e-05,0.050377384879372336,2.9158809905659696e-05,19850176867.94343
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,32,1,No,0.035724844,4,0.023617087203564636,0.7379817584236684,2,11,0.05041637718181818,3.0884205159441584e-05,0.050407883384011004,2.776140824698432e-05,19838166827.635384
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,64,1,No,0.035734528,4,0.05401538789644445,0.5207086760698703,2,11,0.052793896818181814,6.050661455140737e-05,0.05278454312411221,3.345796110722449e-05,18944939954.27225
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,128,1,No,0.035736299,4,0.1559453825665432,0.2509319320302552,2,11,0.05403955727272729,5.11655952553852e-05,0.054030265461314814,5.116354722165532e-05,18508145230.491066
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,256,1,No,0.035727969,4,0.23485476292013355,0.13455509392349885,2,11,0.05466324618181819,3.8060642888813946e-05,0.054654135617342864,3.918924981544223e-05,18296877056.13772
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,512,1,No,0.035727355,4,0.277665939321037,0.09109727990432855,2,11,0.05507504081818182,5.5392551180901045e-05,0.05506635908647017,4.718643788331069e-05,18159907729.32181
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,1024,1,No,0.035732729,4,0.2989642227965447,0.07684054735840226,2,11,0.05539726036363637,3.948287024860827e-05,0.055387971357865766,4.12712054721635e-05,18054461564.20726
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,2048,1,No,0.035742358,4,0.30958414096241665,0.07172383865437983,2,11,0.055589302727272735,4.932841449523691e-05,0.055580122167413884,4.4410129304228176e-05,17992043935.92159
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,1,20,No,0.000170324,80,0.003514182612478223,0.7265402679074419,2,11,0.3380364549090909,1.5635173105754264e-05,0.33802562089399857,1.6697132590194723e-05,2958355633.9760113
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,2,20,No,0.000150404,80,0.003515482406578846,0.7336375819890031,2,11,0.3380589205454545,0.00029647193353913665,0.33804820945046166,0.0002957116819970018,2958157955.120133
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,4,20,No,0.000149974,80,0.0035158127223498324,0.7361249297118494,2,11,0.3380552613636364,0.0002870455935272496,0.3380448247736151,0.00028690776266756564,2958187573.703248
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,8,20,No,0.000137544,80,0.003515605302924586,0.7367896806936588,2,11,0.3380238300000001,1.0818707244962141e-05,0.3380129061612216,1.0990681750530037e-05,2958466915.82549
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,16,20,No,0.00015477,80,0.0035218664713956536,0.7372572517281327,2,11,0.3380217572727273,1.596272349324803e-05,0.3380111888538707,1.6388149693304e-05,2958481946.6799393
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,32,20,No,0.000164481,80,0.003538470933876435,0.7363626928439793,2,11,0.33806314972727275,0.0002779108561583194,0.3380521600896662,0.00027778468501473926,2958123384.671633
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,64,20,No,0.00015307,80,0.008444930452112486,0.5202932111917482,2,11,0.33892543954545457,0.0002826479266893797,0.3389149253151633,0.0002821450022271639,2950592981.6164966
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,128,20,No,0.000158555,80,0.02486928673542825,0.25110777219744945,2,11,0.3393923017272727,1.0751933743130443e-05,0.33938155573064627,1.0509225315234044e-05,2946536083.39771
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,256,20,No,0.000157328,80,0.03784546646304909,0.13501478862984548,2,11,0.33952745881818186,1.0287653913850216e-05,0.339517217462713,9.336890757944215e-06,2945358728.7066627
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,512,20,No,0.000158642,80,0.04506347692115067,0.09177672457836597,2,11,0.339608414,0.0002920100058970198,0.33959858842329543,0.00029137856336736395,2944652993.532299
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,1024,20,No,0.000157881,80,0.048813107581944466,0.07774342076597357,2,11,0.3396341747272728,0.00028543015157309336,0.3396243702281605,0.0002845036140462689,2944429456.956218
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,128,1000000000,2048,20,No,0.000157128,80,0.050715637860506854,0.07275663314778497,2,11,0.33961766045454544,8.567440145141716e-06,0.3396075411709872,9.327366171162736e-06,2944575366.471369
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,1,1,No,0.000744172,8,0.009420253428218225,0.7394654759783844,2,11,0.12578991909090909,1.0582949920575259e-05,0.12577953754771842,1.1226058798937115e-05,7950418800.201253
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,2,1,No,0.000748013,8,0.00941796395240781,0.7451664573528931,2,11,0.1257718165454545,2.2798672025306653e-05,0.1257610653963956,2.2363607271304148e-05,7951586580.854942
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,4,1,No,0.0007461,8,0.009411274021130159,0.7475638485027198,2,11,0.12576500654545456,1.3889584691914067e-05,0.12575462133234197,1.1923594952928116e-05,7951994045.270262
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,8,1,No,0.000746868,8,0.009415467568825586,0.7482487298405661,2,11,0.1257908448181818,0.0007633559409294562,0.1257798510464755,0.0007636448118169846,7950398984.257831
